id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augmentation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,frequence_deplacement_encoded
684,45,F,4286,Marié(e),Commercial,Cadre Commercial,2,5,1,1,1,3,2,1,4,3,3,Non,14,Oui,2,4,26,4,Infra & Cloud,Frequent,0,0,2.0
686,26,F,2659,Marié(e),Consulting,Consultant,1,3,3,2,3,3,1,4,3,3,3,Oui,13,Non,1,2,6,3,Infra & Cloud,Occasionnel,0,2,1.0
689,37,M,9434,Marié(e),Consulting,Tech Lead,1,10,10,7,3,3,3,3,3,3,3,Non,15,Non,1,2,3,3,Autre,Occasionnel,7,8,1.0
690,29,F,5561,Marié(e),Commercial,Cadre Commercial,1,6,6,0,2,3,2,3,1,2,3,Non,14,Non,1,5,3,2,Transformation Digitale,Occasionnel,1,2,1.0
691,35,M,6646,Célibataire,Consulting,Assistant de Direction,1,17,17,11,2,1,2,4,2,3,3,Non,13,Non,0,3,6,4,Infra & Cloud,Occasionnel,11,8,1.0
692,33,M,7725,Divorcé(e),Consulting,Manager,3,15,13,11,3,3,2,4,3,1,4,Non,23,Non,1,2,6,3,Infra & Cloud,Frequent,4,7,2.0
698,54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,16,9,7,3,3,3,2,3,4,3,Non,15,Non,1,1,19,4,Transformation Digitale,Occasionnel,7,1,1.0
699,36,M,8847,Divorcé(e),Consulting,Tech Lead,2,13,3,2,2,2,2,2,3,3,3,Oui,11,Non,1,2,9,2,Transformation Digitale,Occasionnel,0,2,1.0
700,27,M,2045,Célibataire,Consulting,Assistant de Direction,0,5,4,2,1,2,1,4,4,3,3,Non,13,Non,0,0,3,4,Transformation Digitale,Occasionnel,1,1,1.0
701,20,M,1009,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,3,1,3,4,3,3,Oui,11,Oui,0,5,10,1,Transformation Digitale,Occasionnel,1,1,1.0
702,33,M,3348,Célibataire,Consulting,Assistant de Direction,1,10,10,8,1,3,1,1,1,3,3,Oui,11,Oui,0,3,3,3,Infra & Cloud,Frequent,9,7,2.0
704,35,M,1281,Marié(e),Consulting,Consultant,1,1,1,0,3,2,1,3,3,3,3,Non,18,Non,2,3,3,3,Infra & Cloud,Aucun,0,0,0.0
705,23,M,2819,Marié(e),Consulting,Assistant de Direction,2,5,3,2,1,4,1,1,1,4,3,Non,16,Non,1,3,4,3,Transformation Digitale,Occasionnel,0,2,1.0
707,25,M,4851,Marié(e),Commercial,Cadre Commercial,0,4,3,2,4,4,2,2,3,3,4,Non,22,Non,1,4,8,3,Infra & Cloud,Occasionnel,1,2,1.0
709,38,F,4028,Célibataire,Commercial,Cadre Commercial,0,8,7,7,4,2,2,4,1,3,4,Non,20,Non,0,2,7,4,Marketing,Occasionnel,0,5,1.0
710,29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,10,7,2,1,1,4,4,3,3,Non,18,Non,1,5,1,4,Infra & Cloud,Frequent,2,8,2.0
712,48,M,8120,Marié(e),Commercial,Cadre Commercial,3,12,2,2,2,4,2,2,4,3,3,Non,12,Non,0,3,2,1,Marketing,Occasionnel,2,2,1.0
714,27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,6,5,4,4,2,4,2,3,4,Oui,20,Non,2,3,3,1,Transformation Digitale,Frequent,0,4,2.0
715,37,M,4680,Célibataire,Consulting,Assistant de Direction,3,4,1,0,4,4,1,4,1,3,3,Non,17,Non,0,2,10,2,Infra & Cloud,Occasionnel,0,0,1.0
716,50,M,3221,Marié(e),Consulting,Consultant,1,20,20,8,4,4,1,3,3,3,3,Oui,11,Non,3,3,28,1,Transformation Digitale,Occasionnel,3,8,1.0
717,34,F,8621,Célibataire,Consulting,Manager,1,9,8,7,4,2,3,2,2,4,3,Non,14,Non,0,3,9,3,Transformation Digitale,Occasionnel,7,7,1.0
720,24,F,4577,Célibataire,Commercial,Cadre Commercial,9,4,2,2,1,3,2,3,1,3,3,Non,14,Oui,0,3,3,2,Infra & Cloud,Occasionnel,2,0,1.0
721,39,F,4553,Célibataire,Consulting,Manager,1,20,20,7,4,2,2,3,1,3,3,Non,11,Non,0,4,2,4,Entrepreunariat,Occasionnel,11,10,1.0
722,32,M,5396,Célibataire,Commercial,Cadre Commercial,1,10,10,7,4,3,2,4,4,2,3,Non,12,Non,0,2,10,3,Marketing,Occasionnel,0,8,1.0
723,50,M,6796,Marié(e),Commercial,Cadre Commercial,3,18,4,3,2,3,2,3,1,3,3,Oui,14,Oui,1,4,8,2,Entrepreunariat,Frequent,1,3,2.0
724,38,F,7625,Célibataire,Consulting,Manager,0,10,9,7,2,4,2,4,3,2,3,Non,13,Non,0,4,1,4,Infra & Cloud,Occasionnel,1,8,1.0
725,27,F,7412,Marié(e),Consulting,Tech Lead,1,9,9,7,3,3,3,1,4,3,3,Non,11,Non,0,3,1,2,Infra & Cloud,Occasionnel,0,7,1.0
727,32,F,11159,Célibataire,Consulting,Directeur Technique,3,10,7,7,3,3,3,4,4,3,3,Non,15,Non,0,6,3,2,Infra & Cloud,Occasionnel,7,7,1.0
728,47,M,4960,Célibataire,Commercial,Cadre Commercial,2,20,7,7,4,3,2,1,4,3,3,Non,12,Non,0,2,14,4,Marketing,Occasionnel,1,7,1.0
729,40,M,10475,Marié(e),Commercial,Cadre Commercial,5,20,18,13,4,2,3,1,3,3,4,Oui,21,Non,1,2,5,4,Infra & Cloud,Frequent,1,12,2.0
730,53,M,14814,Marié(e),Consulting,Directeur Technique,3,32,5,1,3,4,4,3,3,3,3,Non,19,Non,0,3,7,3,Infra & Cloud,Occasionnel,1,3,1.0
731,41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,23,21,6,2,2,5,4,2,2,3,Non,15,Non,3,2,10,4,Ressources Humaines,Occasionnel,12,6,1.0
732,60,M,5405,Célibataire,Commercial,Cadre Commercial,8,10,2,2,1,3,2,1,4,3,3,Non,14,Non,0,1,16,4,Marketing,Occasionnel,2,2,1.0
733,27,M,8793,Divorcé(e),Consulting,Tech Lead,1,9,9,7,4,3,3,1,3,2,4,Non,21,Non,2,4,10,2,Infra & Cloud,Frequent,1,7,2.0
734,41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,22,7,4,2,5,3,2,3,3,Non,12,Non,1,3,1,3,Ressources Humaines,Occasionnel,2,10,1.0
738,50,M,3875,Marié(e),Commercial,Représentant Commercial,7,4,2,2,4,3,1,2,4,3,3,Non,15,Non,1,2,8,4,Marketing,Occasionnel,2,2,1.0
741,28,F,2216,Célibataire,Consulting,Assistant de Direction,7,10,7,7,1,1,1,2,4,3,3,Oui,13,Oui,0,4,1,2,Infra & Cloud,Occasionnel,3,7,1.0
742,36,F,11713,Marié(e),Consulting,Directeur Technique,9,10,8,7,1,4,3,1,1,3,3,Non,14,Non,1,2,8,3,Infra & Cloud,Aucun,0,5,0.0
743,38,F,7861,Célibataire,Consulting,Tech Lead,4,10,1,0,3,3,3,3,4,4,3,Oui,14,Non,0,4,1,3,Infra & Cloud,Occasionnel,0,0,1.0
744,44,M,3708,Célibataire,Consulting,Consultant,2,9,5,2,1,1,1,3,3,3,3,Non,14,Non,0,5,24,3,Transformation Digitale,Aucun,1,4,0.0
746,47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,28,22,2,4,3,4,3,4,2,3,Oui,12,Non,2,2,3,3,Transformation Digitale,Frequent,11,13,2.0
747,30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,10,8,7,3,3,2,4,4,2,4,Non,23,Non,1,2,27,5,Marketing,Occasionnel,7,7,1.0
749,29,M,2642,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,3,1,3,3,3,3,Non,11,Non,0,6,10,3,Infra & Cloud,Occasionnel,0,0,1.0
752,42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,7,2,2,3,4,1,3,4,3,3,Oui,12,Oui,0,2,19,3,Transformation Digitale,Frequent,2,2,2.0
754,43,M,6804,Marié(e),Commercial,Cadre Commercial,3,7,2,2,4,2,2,4,3,3,3,Non,18,Non,1,5,15,3,Infra & Cloud,Frequent,2,2,2.0
757,34,F,6142,Célibataire,Consulting,Manager,3,10,5,1,2,3,2,3,4,3,3,Non,11,Non,0,2,8,2,Transformation Digitale,Occasionnel,4,3,1.0
758,23,M,2500,Marié(e),Consulting,Consultant,1,5,4,3,2,3,1,1,4,4,3,Non,14,Non,1,2,9,1,Transformation Digitale,Occasionnel,0,2,1.0
760,39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,12,8,3,3,4,2,2,3,1,3,Non,15,Non,1,3,3,3,Ressources Humaines,Occasionnel,3,6,1.0
762,56,M,11103,Marié(e),Consulting,Manager,7,30,10,7,3,3,4,4,3,2,3,Non,11,Non,0,1,9,3,Transformation Digitale,Occasionnel,1,1,1.0
763,40,F,2342,Célibataire,Consulting,Assistant de Direction,0,5,4,2,4,2,1,4,4,2,4,Oui,20,Non,0,2,2,1,Transformation Digitale,Occasionnel,2,3,1.0
764,27,F,6811,Célibataire,Consulting,Manager,8,9,7,6,4,2,2,1,1,1,3,Non,19,Non,0,2,7,3,Transformation Digitale,Occasionnel,0,7,1.0
766,29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,4,3,1,2,4,3,3,Non,14,Non,2,2,10,3,Marketing,Occasionnel,2,2,1.0
769,53,M,2450,Célibataire,Consulting,Consultant,2,19,2,2,4,3,2,4,4,3,3,Non,17,Non,0,4,6,3,Infra & Cloud,Occasionnel,2,2,1.0
771,35,F,5093,Divorcé(e),Consulting,Manager,2,16,1,0,4,3,2,1,1,4,3,Non,11,Non,1,2,2,4,Infra & Cloud,Aucun,0,0,0.0
772,32,M,5309,Marié(e),Consulting,Consultant,1,10,10,8,1,3,2,4,4,3,3,Non,15,Non,2,2,24,4,Infra & Cloud,Frequent,4,7,2.0
773,38,M,3057,Marié(e),Consulting,Assistant de Direction,6,6,1,0,4,3,1,3,2,1,3,Oui,13,Non,1,0,2,5,Transformation Digitale,Occasionnel,0,1,1.0
775,34,F,5121,Divorcé(e),Consulting,Tech Lead,3,7,0,0,2,3,2,1,3,3,3,Non,14,Non,1,3,8,5,Infra & Cloud,Occasionnel,0,0,1.0
776,52,M,16856,Marié(e),Commercial,Senior Manager,1,34,34,6,3,2,4,1,1,4,3,Non,11,Non,0,3,3,4,Marketing,Occasionnel,1,16,1.0
780,33,M,2686,Célibataire,Consulting,Assistant de Direction,1,10,10,9,4,3,1,4,3,2,3,Oui,13,Oui,0,2,1,4,Autre,Occasionnel,7,8,1.0
781,25,F,6180,Célibataire,Commercial,Cadre Commercial,1,6,6,5,3,3,2,4,2,2,4,Non,23,Non,0,5,26,1,Transformation Digitale,Occasionnel,1,4,1.0
783,45,M,6632,Célibataire,Commercial,Représentant Commercial,0,9,8,7,2,1,2,3,1,3,3,Non,13,Non,0,3,2,2,Entrepreunariat,Occasionnel,3,1,1.0
784,23,M,3505,Célibataire,Consulting,Assistant de Direction,1,2,2,2,1,4,1,3,4,3,3,Non,18,Non,0,3,10,1,Transformation Digitale,Occasionnel,0,2,1.0
785,47,F,6397,Célibataire,Commercial,Cadre Commercial,4,8,5,4,2,4,2,3,4,3,3,Oui,12,Oui,0,2,27,2,Infra & Cloud,Frequent,1,3,2.0
786,34,M,6274,Célibataire,Commercial,Cadre Commercial,1,6,6,5,4,3,2,4,3,3,4,Non,22,Non,0,5,2,3,Autre,Occasionnel,1,4,1.0
787,55,M,19859,Marié(e),Consulting,Senior Manager,5,24,5,2,4,3,5,1,4,3,3,Oui,13,Oui,1,2,2,3,Transformation Digitale,Occasionnel,1,4,1.0
789,36,M,7587,Célibataire,Commercial,Cadre Commercial,1,10,10,7,1,2,3,1,2,3,3,Non,15,Non,0,1,8,4,Infra & Cloud,Aucun,0,9,0.0
791,52,M,4258,Marié(e),Consulting,Assistant de Direction,0,5,4,3,4,3,1,4,1,3,3,Non,18,Non,1,3,19,4,Transformation Digitale,Aucun,1,2,0.0
792,26,F,4364,Divorcé(e),Consulting,Consultant,3,5,2,2,1,1,1,4,1,3,3,Non,14,Non,1,2,1,2,Infra & Cloud,Frequent,2,0,2.0
793,29,F,4335,Marié(e),Consulting,Manager,4,11,8,7,2,3,2,3,1,2,3,Non,12,Non,1,3,27,3,Transformation Digitale,Occasionnel,1,1,1.0
796,26,M,5326,Célibataire,Commercial,Cadre Commercial,6,6,4,3,4,2,2,1,3,2,3,Non,17,Oui,0,2,8,3,Entrepreunariat,Occasionnel,1,2,1.0
797,34,F,3280,Célibataire,Consulting,Assistant de Direction,2,10,4,2,2,4,1,4,3,3,3,Non,16,Non,0,2,1,4,Infra & Cloud,Occasionnel,1,3,1.0
799,54,F,5485,Divorcé(e),Consulting,Tech Lead,9,9,5,3,4,3,2,1,2,3,3,Oui,11,Non,2,4,19,4,Transformation Digitale,Occasionnel,1,4,1.0
800,27,M,4342,Marié(e),Commercial,Cadre Commercial,0,5,4,2,3,3,2,4,2,3,3,Non,19,Non,1,3,8,1,Marketing,Frequent,1,1,2.0
802,37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,4,3,1,1,2,2,3,Oui,13,Non,2,3,10,1,Infra & Cloud,Occasionnel,4,3,1.0
803,38,F,5980,Célibataire,Consulting,Tech Lead,6,17,15,7,1,4,2,1,4,3,3,Oui,12,Non,0,2,2,4,Infra & Cloud,Frequent,4,12,2.0
804,34,F,4381,Célibataire,Consulting,Assistant de Direction,1,6,6,5,3,2,1,1,3,3,3,Non,11,Non,0,3,2,4,Transformation Digitale,Occasionnel,1,3,1.0
805,35,F,2572,Marié(e),Commercial,Représentant Commercial,1,3,3,2,1,3,1,4,2,2,3,Non,16,Non,1,1,8,4,Infra & Cloud,Occasionnel,0,2,1.0
806,30,M,3833,Marié(e),Consulting,Consultant,3,7,2,2,4,1,1,3,3,3,4,Non,21,Non,2,2,1,3,Infra & Cloud,Occasionnel,0,2,1.0
807,40,F,4244,Marié(e),Consulting,Manager,1,8,8,7,3,4,2,2,4,3,4,Non,24,Non,1,2,2,2,Transformation Digitale,Frequent,3,7,2.0
808,34,F,6500,Marié(e),Commercial,Cadre Commercial,5,6,3,2,3,3,2,1,2,3,3,Non,17,Non,1,1,8,2,Infra & Cloud,Occasionnel,1,2,1.0
809,42,M,18430,Divorcé(e),Consulting,Senior Manager,1,24,24,7,2,3,5,4,2,2,3,Non,13,Non,1,4,8,3,Infra & Cloud,Frequent,14,9,2.0
811,23,M,1601,Marié(e),Consulting,Consultant,1,1,0,0,3,4,1,1,3,3,4,Oui,21,Oui,2,2,6,3,Infra & Cloud,Occasionnel,0,0,1.0
812,24,M,2694,Divorcé(e),Consulting,Consultant,1,1,1,0,3,2,1,2,3,3,3,Non,11,Non,3,4,9,3,Infra & Cloud,Aucun,0,0,0.0
813,52,F,3149,Marié(e),Consulting,Consultant,8,9,5,2,4,3,2,3,2,3,4,Non,20,Non,1,3,11,4,Infra & Cloud,Occasionnel,1,4,1.0
815,50,M,17639,Marié(e),Consulting,Directeur Technique,5,30,4,3,3,3,4,3,4,3,3,Non,16,Non,0,3,2,3,Transformation Digitale,Occasionnel,0,3,1.0
816,29,F,2319,Marié(e),Consulting,Consultant,1,1,1,0,2,2,1,1,4,3,3,Oui,11,Oui,1,1,1,2,Infra & Cloud,Occasionnel,0,0,1.0
817,33,M,11691,Marié(e),Consulting,Directeur Technique,0,14,13,9,3,3,3,3,4,4,3,Non,11,Non,0,3,7,3,Transformation Digitale,Occasionnel,3,7,1.0
819,33,F,5324,Célibataire,Commercial,Cadre Commercial,5,6,3,2,1,3,2,1,3,3,3,Non,15,Oui,0,3,16,3,Marketing,Occasionnel,0,2,1.0
820,47,F,16752,Marié(e),Consulting,Senior Manager,1,26,26,14,3,3,4,4,3,2,3,Oui,11,Non,1,3,2,2,Autre,Occasionnel,3,0,1.0
823,36,F,5228,Marié(e),Consulting,Tech Lead,0,10,9,7,3,3,2,2,1,3,3,Non,15,Non,1,2,1,3,Autre,Occasionnel,0,5,1.0
824,29,M,2700,Marié(e),Consulting,Assistant de Direction,1,10,10,7,3,4,1,3,3,3,4,Non,24,Non,1,3,23,2,Infra & Cloud,Occasionnel,0,7,1.0
825,58,M,19246,Célibataire,Consulting,Directeur Technique,7,40,31,15,4,3,5,2,4,3,3,Oui,12,Oui,0,2,2,4,Infra & Cloud,Occasionnel,13,8,1.0
826,35,F,2506,Célibataire,Consulting,Assistant de Direction,3,7,2,2,4,4,1,3,3,3,3,Non,13,Non,0,0,1,4,Infra & Cloud,Occasionnel,2,2,1.0
827,42,F,6062,Marié(e),Consulting,Tech Lead,9,8,4,3,4,2,2,4,4,3,3,Oui,13,Non,1,4,1,2,Infra & Cloud,Occasionnel,0,2,1.0
828,28,M,4382,Célibataire,Consulting,Assistant de Direction,6,5,2,2,3,3,1,3,4,2,3,Non,17,Oui,0,3,2,4,Transformation Digitale,Occasionnel,2,1,1.0
829,36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,8,5,2,3,3,1,2,2,3,3,Non,13,Non,1,2,13,3,Ressources Humaines,Occasionnel,0,4,1.0
830,32,F,6162,Marié(e),Consulting,Tech Lead,1,14,14,13,3,2,2,3,3,3,3,Non,12,Non,1,3,4,3,Infra & Cloud,Occasionnel,6,8,1.0
832,40,M,5094,Célibataire,Consulting,Consultant,6,10,1,0,1,2,2,3,4,3,3,Non,14,Non,0,6,16,4,Transformation Digitale,Frequent,0,0,2.0
833,30,F,6877,Célibataire,Consulting,Tech Lead,5,12,0,0,3,2,2,4,2,2,4,Oui,24,Non,0,4,2,3,Transformation Digitale,Occasionnel,0,0,1.0
834,45,F,2274,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,2,1,3,4,3,3,Non,14,Non,0,3,2,3,Infra & Cloud,Occasionnel,0,0,1.0
836,42,M,4434,Marié(e),Consulting,Tech Lead,1,10,9,8,2,3,2,2,4,2,3,Non,13,Non,1,3,29,3,Infra & Cloud,Occasionnel,7,8,1.0
837,38,M,6288,Divorcé(e),Consulting,Manager,2,13,4,3,1,2,2,1,3,2,3,Non,15,Non,1,3,12,3,Infra & Cloud,Frequent,1,2,2.0
838,34,F,2553,Célibataire,Consulting,Assistant de Direction,1,6,5,2,3,2,1,4,3,3,3,Non,16,Non,0,3,16,4,Infra & Cloud,Frequent,1,3,2.0
840,49,F,7654,Marié(e),Commercial,Cadre Commercial,1,9,9,8,3,3,3,4,1,4,3,Non,18,Oui,2,3,11,3,Marketing,Occasionnel,7,7,1.0
842,55,M,5160,Célibataire,Commercial,Cadre Commercial,4,12,9,7,3,3,2,4,3,2,3,Non,16,Oui,0,3,2,1,Transformation Digitale,Occasionnel,7,3,1.0
843,43,M,17159,Marié(e),Consulting,Directeur Technique,6,22,4,1,2,3,4,1,3,3,4,Non,24,Non,1,3,14,2,Infra & Cloud,Occasionnel,1,0,1.0
844,27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,9,9,8,3,2,3,4,2,3,3,Oui,16,Non,1,3,5,1,Entrepreunariat,Occasionnel,0,8,1.0
845,35,M,10221,Célibataire,Consulting,Tech Lead,3,17,8,5,3,3,3,3,2,4,4,Non,21,Non,0,3,7,3,Autre,Occasionnel,1,6,1.0
846,28,F,4779,Marié(e),Commercial,Cadre Commercial,1,8,8,7,2,3,2,2,1,3,4,Oui,20,Non,0,2,2,4,Marketing,Occasionnel,7,5,1.0
847,34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,4,3,2,3,3,1,4,3,1,3,Non,19,Non,1,1,3,2,Ressources Humaines,Occasionnel,0,2,1.0
848,26,F,2366,Marié(e),Consulting,Assistant de Direction,1,8,8,7,3,2,1,3,1,3,3,Oui,14,Oui,1,2,5,2,Transformation Digitale,Frequent,1,7,2.0
850,27,M,1706,Marié(e),Consulting,Assistant de Direction,1,0,0,0,4,3,1,4,3,2,3,Non,11,Non,3,6,3,3,Transformation Digitale,Aucun,0,0,0.0
851,51,F,16307,Marié(e),Commercial,Senior Manager,2,29,20,6,1,3,4,3,3,2,3,Non,14,Non,1,2,26,4,Marketing,Occasionnel,4,17,1.0
852,44,M,5933,Célibataire,Consulting,Manager,9,10,5,2,4,3,2,2,4,2,3,Non,12,Non,0,2,4,3,Transformation Digitale,Occasionnel,2,3,1.0
854,25,M,3424,Célibataire,Consulting,Assistant de Direction,7,6,4,3,1,4,1,1,3,2,3,Non,13,Non,0,3,2,1,Transformation Digitale,Occasionnel,0,1,1.0
855,33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,9,9,8,1,4,2,1,1,3,4,Non,22,Non,1,5,1,3,Transformation Digitale,Occasionnel,0,8,1.0
856,35,F,2559,Célibataire,Consulting,Assistant de Direction,1,6,6,5,3,2,1,1,4,2,3,Non,11,Non,0,3,27,1,Transformation Digitale,Occasionnel,1,1,1.0
857,36,M,6201,Marié(e),Commercial,Cadre Commercial,1,18,18,14,2,3,2,4,4,2,3,Oui,14,Non,1,1,1,2,Infra & Cloud,Occasionnel,4,11,1.0
859,32,M,4403,Divorcé(e),Commercial,Cadre Commercial,2,8,5,2,2,3,2,4,3,2,3,Non,11,Non,1,3,13,4,Infra & Cloud,Occasionnel,0,3,1.0
861,30,M,3761,Divorcé(e),Consulting,Assistant de Direction,9,10,5,4,2,2,1,4,2,2,3,Non,12,Non,1,3,5,4,Infra & Cloud,Frequent,0,3,2.0
862,53,F,10934,Marié(e),Commercial,Cadre Commercial,7,35,5,2,1,2,3,4,4,3,3,Oui,18,Non,1,3,7,2,Marketing,Occasionnel,0,4,1.0
864,45,M,10761,Divorcé(e),Commercial,Cadre Commercial,4,18,5,4,4,3,3,1,3,3,3,Oui,12,Non,1,2,9,3,Marketing,Occasionnel,0,2,1.0
865,32,F,5175,Marié(e),Consulting,Assistant de Direction,5,9,5,3,3,4,2,3,3,2,3,Non,12,Non,1,3,8,2,Transformation Digitale,Occasionnel,1,3,1.0
867,52,F,13826,Marié(e),Consulting,Tech Lead,3,31,9,8,3,2,4,4,3,3,4,Non,22,Non,0,3,25,4,Transformation Digitale,Frequent,0,0,2.0
868,37,M,6334,Divorcé(e),Commercial,Cadre Commercial,4,9,1,0,4,2,2,3,4,3,3,Non,19,Non,2,2,16,4,Marketing,Occasionnel,0,0,1.0
869,28,M,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,6,5,1,2,2,1,4,4,3,3,Non,13,Non,1,6,8,2,Transformation Digitale,Occasionnel,0,4,1.0
872,22,M,4775,Marié(e),Consulting,Tech Lead,6,4,2,2,4,2,2,4,1,1,4,Non,22,Non,2,2,1,2,Infra & Cloud,Occasionnel,2,2,1.0
874,44,M,2818,Marié(e),Consulting,Consultant,2,10,3,2,1,4,1,4,3,2,4,Oui,24,Non,1,2,8,4,Infra & Cloud,Occasionnel,0,2,1.0
875,42,M,2515,Célibataire,Consulting,Assistant de Direction,5,8,2,1,2,3,1,4,4,3,3,Oui,14,Non,0,2,2,1,Transformation Digitale,Frequent,2,2,2.0
878,36,M,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,6,5,4,1,2,1,1,3,3,4,Non,21,Non,0,3,8,3,Infra & Cloud,Occasionnel,0,3,1.0
879,25,M,4194,Marié(e),Commercial,Cadre Commercial,1,5,5,3,3,3,2,1,4,3,3,Oui,18,Non,0,3,3,1,Autre,Occasionnel,0,3,1.0
880,35,F,10685,Marié(e),Consulting,Tech Lead,1,17,17,14,4,2,3,3,2,3,4,Oui,20,Non,1,2,9,3,Infra & Cloud,Occasionnel,5,15,1.0
881,35,F,2022,Divorcé(e),Consulting,Assistant de Direction,1,10,10,2,4,3,1,2,1,2,3,Oui,19,Oui,1,3,25,4,Infra & Cloud,Frequent,7,8,2.0
882,32,M,2314,Divorcé(e),Consulting,Consultant,0,4,3,0,4,3,1,4,2,3,3,Non,12,Non,1,2,1,3,Infra & Cloud,Aucun,0,2,0.0
885,25,M,4256,Marié(e),Commercial,Cadre Commercial,1,5,5,2,3,2,2,1,1,4,3,Non,12,Non,0,1,4,1,Marketing,Occasionnel,0,3,1.0
887,49,F,3580,Marié(e),Consulting,Assistant de Direction,2,7,4,2,3,3,1,1,2,3,3,Non,16,Non,1,2,1,3,Entrepreunariat,Occasionnel,0,2,1.0
888,24,M,3162,Marié(e),Consulting,Consultant,0,6,5,2,1,2,1,4,4,2,3,Non,17,Non,0,2,4,1,Infra & Cloud,Aucun,3,4,0.0
889,32,M,6524,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,3,2,2,4,3,3,Non,14,Non,1,3,5,2,Infra & Cloud,Frequent,5,3,2.0
893,38,M,2899,Marié(e),Commercial,Représentant Commercial,0,3,2,2,2,2,1,2,4,3,3,Non,19,Non,1,3,9,3,Marketing,Occasionnel,1,2,1.0
894,42,F,5231,Marié(e),Consulting,Consultant,2,17,5,3,3,4,2,4,2,2,3,Oui,13,Non,1,1,3,3,Infra & Cloud,Occasionnel,1,3,1.0
895,31,M,2356,Marié(e),Consulting,Assistant de Direction,3,8,6,4,4,3,1,4,2,3,3,Oui,19,Non,1,2,11,4,Infra & Cloud,Occasionnel,0,2,1.0
896,29,F,2800,Divorcé(e),Commercial,Représentant Commercial,6,5,3,2,2,2,1,3,3,3,3,Oui,19,Oui,3,3,1,3,Transformation Digitale,Occasionnel,0,2,1.0
897,53,M,11836,Marié(e),Commercial,Cadre Commercial,5,28,2,0,1,3,4,4,3,3,3,Non,14,Non,1,3,8,3,Marketing,Occasionnel,2,2,1.0
899,35,M,10903,Marié(e),Consulting,Tech Lead,3,16,13,10,4,2,3,2,1,3,3,Non,16,Non,0,2,25,3,Entrepreunariat,Occasionnel,4,8,1.0
900,37,F,2973,Marié(e),Commercial,Représentant Commercial,5,10,5,4,3,3,1,4,2,3,3,Non,15,Non,1,3,21,2,Transformation Digitale,Frequent,0,0,2.0
901,53,F,14275,Célibataire,Consulting,Directeur Technique,6,33,12,9,4,3,4,4,3,3,3,Non,18,Non,0,0,23,4,Infra & Cloud,Occasionnel,3,8,1.0
902,43,F,5562,Marié(e),Consulting,Manager,4,12,5,2,4,3,2,4,2,2,3,Non,13,Non,1,2,1,3,Infra & Cloud,Frequent,2,2,2.0
903,47,F,4537,Marié(e),Commercial,Cadre Commercial,0,8,7,6,3,3,2,4,1,3,4,Oui,22,Non,1,2,2,2,Marketing,Occasionnel,7,7,1.0
904,37,M,7642,Célibataire,Commercial,Cadre Commercial,1,10,10,0,1,3,3,2,4,3,3,Oui,13,Non,0,2,19,2,Transformation Digitale,Aucun,0,9,0.0
905,50,M,17924,Divorcé(e),Consulting,Senior Manager,1,31,31,6,1,3,4,1,4,3,3,Non,11,Non,1,3,2,4,Infra & Cloud,Aucun,14,7,0.0
909,39,F,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,13,5,4,4,2,2,4,3,3,3,Non,11,Non,2,2,2,3,Infra & Cloud,Occasionnel,0,4,1.0
910,33,M,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,7,4,3,4,3,1,2,3,4,3,Oui,11,Non,1,4,3,2,Ressources Humaines,Occasionnel,0,3,1.0
911,32,M,2795,Célibataire,Consulting,Consultant,1,1,1,0,1,3,1,4,3,1,4,Oui,24,Oui,0,2,25,4,Infra & Cloud,Occasionnel,0,1,1.0
